,city_state_country
3304,"Lloyd Harbor, NY, USA"
3305,"EASTCHESTER, NY, USA"
3306,"Shandaken, NY, USA"
3307,"POUGHQUAG, NY, USA"
3308,"HOPEWELL JUNCTION, NY, USA"
3309,"Bedford, NY, USA"
3310,"Hannawa Falls, NY, USA"
3311,"Sag harbor, NY, USA"
3312,"Johnson, NY, USA"
3313,"Union Springs, NY, USA"
3314,"Bolton Landing, NY, USA"
3315,"Queens NY, NY, USA"
3316,"GERMANTOWN, NY, USA"
3317,"BROAD CHANNEL, NY, USA"
3318,"West Berne, NY, USA"
3319,"MODENA, NY, USA"
3320,"Menands, NY, USA"
3321,"Pine Hill, NY, USA"
3322,"Granite Springs, NY, USA"
3323,"Cornwallville, NY, USA"
3324,"Canajoharie St, NY, USA"
3325,"STAATSBURG, NY, USA"
3326,"Callicoon, NY, USA"
3327,"Chaumont, NY, USA"
3328,"Fultonham, NY, USA"
3329,"oneida, NY, USA"
3330,"VALLEY COTTAG, NY, USA"
3331,"rosedale, NY, USA"
3332,"elmont, NY, USA"
3333,"Irondequoit, NY, USA"
3334,"North Rose, NY, USA"
3335,"Willseyville, NY, USA"
3336,"Sherman, NY, USA"
3337,"oriskany, NY, USA"
3338,"Rochdale, NY, USA"
3339,"Bakers Mills, NY, USA"
3340,"staten isalnd, NY, USA"
3341,"Clay, NY, USA"
3342,"Ransomville, NY, USA"
3343,"Baldwin Harbor, NY, USA"
3344,"Sidney Center, NY, USA"
3345,"Inlet, NY, USA"
3346,"Pennellville, NY, USA"
3347,"FORT ANN, NY, USA"
3348,"Belmont, NY, USA"
3349,"Albans, NY, USA"
3350,"Honeoye Fall, NY, USA"
3351,"Hopkinton, NY, USA"
3352,"barneveld, NY, USA"
3353,"Clinton Cors, NY, USA"
3354,"ONEONTA, NY, USA"
3355,"Tuxedo, NY, USA"
3356,"Lakewood, NY, USA"
3357,"FLORIDA, NY, USA"
3358,"Auburndale, NY, USA"
3359,"QUEENS VLG, NY, USA"
3360,"Gdn City Pk, NY, USA"
3361,"Endwell, NY, USA"
3362,"Ellisburg, NY, USA"
3363,"Hague, NY, USA"
3364,"Maplecrest, NY, USA"
3365,"Cornrwallville, NY, USA"
3366,"PELHAM, NY, USA"
3367,"Coeymans, NY, USA"
3368,"white plains, NY, USA"
3369,"Plymouth, NY, USA"
3370,"LAtham, NY, USA"
3371,"East Rensselaer, NY, USA"
3372,"Putnam, NY, USA"
3373,"Gdn City Park, NY, USA"
3374,"GLENVILLE, NY, USA"
3375,"Hamlin, NY, USA"
3376,"Middlesex, NY, USA"
3377,"Stormvl, NY, USA"
3378,"Dexter, NY, USA"
3379,"Frewsburg, NY, USA"
3380,"PIERMONT, NY, USA"
3381,"Manhattan, NY, USA"
3382,"smithtown, NY, USA"
3383,"Caneadea, NY, USA"
3384,"Ellenvl, NY, USA"
3385,"W COXSACKIE, NY, USA"
3386,"Alpine, NY, USA"
3387,"Richmondville, NY, USA"
3388,"North Chili, NY, USA"
3389,"POMONA, NY, USA"
3390,"Holland, NY, USA"
3391,"West Valley, NY, USA"
3392,"Holland Patent, NY, USA"
3393,"Conklin, NY, USA"
3394,"Havetstraw, NY, USA"
3395,"SCHODACK LANDING, NY, USA"
3396,"Honeoye, NY, USA"
3397,"Marietta, NY, USA"
3398,"slingerlands, NY, USA"
3399,"Phelps, NY, USA"
3400,"West Camp, NY, USA"
3401,"new hyde park, NY, USA"
3402,"MECHANICVILLE, NY, USA"
3403,"Boston, NY, USA"
3404,"Olive bridge, NY, USA"
3405,"Wurstboro, NY, USA"
3406,"Long Lake, NY, USA"
3407,"hunter, NY, USA"
3408,"Hector, NY, USA"
3409,"Jay, NY, USA"
3410,"De Kalb Junction, NY, USA"
3411,"MT. VERNON, NY, USA"
3412,"Hinsdale, NY, USA"
3413,"SALISBURY MILLS, NY, USA"
3414,"S Richmond Hl, NY, USA"
3415,"Grafton, NY, USA"
3416,"Sinclairville, NY, USA"
3417,"Petersburgh, NY, USA"
3418,"Springvalley, NY, USA"
3419,"Saranac, NY, USA"
3420,"KIRKVILLE, NY, USA"
3421,"Townawanda, NY, USA"
3422,"Cleveland, NY, USA"
3423,"Melrose ,, NY, USA"
3424,"Sprngfld Gdns, NY, USA"
3425,"kingston, NY, USA"
3426,"West Hampton Beach, NY, USA"
3427,"MORICHES, NY, USA"
3428,"Richmond Hills, NY, USA"
3429,"New Fonda, NY, USA"
3430,"WASHINGTONVLE, NY, USA"
3431,"Croton on hudson, NY, USA"
3432,"Cornwall Hdsn, NY, USA"
3433,"whitestone, NY, USA"
3434,"Winthrop, NY, USA"
3435,"whitestone queens, NY, USA"
3436,"WASHINGTONVILLE, NY, USA"
3437,"Nedrow, NY, USA"
3438,"HECTOR, NY, USA"
3439,"Eggertsville, NY, USA"
3440,"Oakfield, NY, USA"
3441,"CrotonOnHudson, NY, USA"
3442,"Mendon, NY, USA"
3443,"Orchard park, NY, USA"
3444,"yonkers, NY, USA"
3445,"Rexville, NY, USA"
3446,"Marilla, NY, USA"
3447,"Constable, NY, USA"
3448,"eastchester, NY, USA"
3449,"Kings park, NY, USA"
3450,"South Richmond, NY, USA"
3451,"Laureton, NY, USA"
3452,"Godeffroy, NY, USA"
3453,"LaGrange, NY, USA"
3454,"Sugar Loaf, NY, USA"
3455,"Bloomingdale, NY, USA"
3456,"MOUNT KISCO, NY, USA"
3457,"Adams Center, NY, USA"
3458,"Cambria Hts, NY, USA"
3459,"West babylon, NY, USA"
3460,"Johnsonville, NY, USA"
3461,"Highlands Mills, NY, USA"
3462,"Halfmoon, NY, USA"
3463,"Friendship, NY, USA"
3464,"W Henrietta, NY, USA"
3465,"poughquag, NY, USA"
3466,"Penn Yan, NY, USA"
3467,"LIttle Neck, NY, USA"
3468,"Elwood, NY, USA"
3469,"Madrid, NY, USA"
3470,"Pound RIdge, NY, USA"
3471,"Norht Bellmore, NY, USA"
3472,"Vernon Center, NY, USA"
3473,"Oriskany Falls, NY, USA"
3474,"Caledonia, NY, USA"
3475,"Greenvl, NY, USA"
3476,"Wappingers falls, NY, USA"
3477,"Sandy Creek, NY, USA"
3478,"LOUDONVILLE, NY, USA"
3479,"Westmoreland, NY, USA"
3480,"potsdam, NY, USA"
3481,"Fort Covington, NY, USA"
3482,"Bradford, NY, USA"
3483,"Eagle Bridge, NY, USA"
3484,"Hopewell, NY, USA"
3485,"Cold brook, NY, USA"
3486,"Farmington, NY, USA"
3487,"Halcott Center, NY, USA"
3488,"Diamond Point, NY, USA"
3489,"Stamford, NY, USA"
3490,"Lee Center, NY, USA"
3491,"Lk Hill, NY, USA"
3492,"BEDFORD, NY, USA"
3493,"Brooklyn,, NY, USA"
3494,"Jefferson, NY, USA"
3495,"Castleton-On-Hudson, NY, USA"
3496,"Woddbourne, NY, USA"
3497,"Glenwood Landing, NY, USA"
3498,"Weedsport, NY, USA"
3499,"MENANDS, NY, USA"
3500,"Old Chatham, NY, USA"
3501,"Varysburg, NY, USA"
3502,"Jamaica Estate, NY, USA"
3503,"Purling, NY, USA"
3504,"Stanfordville,, NY, USA"
3505,"Gerry, NY, USA"
3506,"Durhamville, NY, USA"
3507,"Ellenburg Depot, NY, USA"
3508,"Statn Island, NY, USA"
3509,"Batavia, NY, USA"
3510,"endicott, NY, USA"
3511,"Guildford, NY, USA"
3512,"W NYACK, NY, USA"
3513,"Wallkill,, NY, USA"
3514,"S Glens Falls, NY, USA"
3515,"Fair Oaks, NY, USA"
3516,"Erin, NY, USA"
3517,"South Richmond HL, NY, USA"
3518,"FULTONHAM, NY, USA"
3519,"Cemeton, NY, USA"
3520,"Branchport, NY, USA"
3521,"Thendara, NY, USA"
3522,"Scardale, NY, USA"
3523,"Constantia, NY, USA"
3524,"S. Glens Falls, NY, USA"
3525,"Waterloo, NY, USA"
3526,"Ilion, NY, USA"
3527,"Corfu, NY, USA"
3528,"ossining, NY, USA"
3529,"Bron, NY, USA"
3530,"Andes, NY, USA"
3531,"Swan Lake, NY, USA"
3532,"St Regis Falls, NY, USA"
3533,"Ellicottville, NY, USA"
3534,"East Bronx, NY, USA"
3535,"Manhasset Hills, NY, USA"
3536,"ROCHESTER, NY, USA"
3537,"Afton, NY, USA"
3538,"Sand Lake, NY, USA"
3539,"PINE BUSH, NY, USA"
3540,"ozone park, NY, USA"
3541,"StonyBrook, NY, USA"
3542,"Fort Salonga, NY, USA"
3543,"White Plain, NY, USA"
3544,"nassau, NY, USA"
3545,"Rock Stream, NY, USA"
3546,"Pond Eddy, NY, USA"
3547,"Antwerp, NY, USA"
3548,"gendy1952@yahoo.com, NY, USA"
3549,"FOREST HILLS, NY, USA"
3550,"cato, NY, USA"
3551,"Shortsville, NY, USA"
3552,"poughkeepsie, NY, USA"
3553,"Interlaken, NY, USA"
3554,"Meridale, NY, USA"
3555,"BUCHANAN, NY, USA"
3556,"Bath, NY, USA"
3557,"brooklynB, NY, USA"
3558,"holtsville, NY, USA"
3559,"Wolcott, NY, USA"
3560,"Nunda, NY, USA"
3561,"Castile, NY, USA"
3562,"little falls, NY, USA"
3563,"oswego, NY, USA"
3564,"LATHAM, NY, USA"
3565,"Nichols, NY, USA"
3566,"Scottsburg, NY, USA"
3567,"Bridgeport, NY, USA"
3568,"WESTTOWN, NY, USA"
3569,"Alfred Station, NY, USA"
3570,"Warwicxk, NY, USA"
3571,"Weedspurt, NY, USA"
3572,"Carmel Hamlet, NY, USA"
3573,"BROOKLYN,, NY, USA"
3574,"Port Crane, NY, USA"
3575,"Johnston, NY, USA"
3576,"E Patchogue, NY, USA"
3577,"Bombay, NY, USA"
3578,"Staten Isnald, NY, USA"
3579,"Lawtons, NY, USA"
3580,"Sloan, NY, USA"
3581,"watermill, NY, USA"
3582,"Oak Hill, NY, USA"
3583,"Blue Mountain Lake, NY, USA"
3584,"Sundown, NY, USA"
3585,"Hurleyville, NY, USA"
3586,"Clemons, NY, USA"
3587,"Addison, NY, USA"
3588,"E Moriches, NY, USA"
3589,"Deruyter, NY, USA"
3590,"Williamstown, NY, USA"
3591,"Clarkstown, NY, USA"
3592,"Bolivar, NY, USA"
3593,"Middle Falls, NY, USA"
3594,"LAGRANGEVILLE, NY, USA"
3595,"Edwards, NY, USA"
3596,"Staten Islsnd, NY, USA"
3597,"Sprakers, NY, USA"
3598,"Truxton, NY, USA"
3599,"Cabria Hgts, NY, USA"
3600,"WINDSOR, NY, USA"
3601,"Mooers, NY, USA"
3602,"Johnsburg,, NY, USA"
3603,"Thronwood, NY, USA"
3604,"White Creek, NY, USA"
3605,"Bardinia, NY, USA"
3606,"Niagra Falls, NY, USA"
3607,"Upper Jay, NY, USA"
3608,"Forestburgh, NY, USA"
3609,"Chase Mills, NY, USA"
3610,"Cadyville, NY, USA"
3611,"nesconset, NY, USA"
3612,"BALLSTON, NY, USA"
3613,"Lacona, NY, USA"
3614,"olean, NY, USA"
3615,"Briarcliff MNR, NY, USA"
3616,"Cuyler, NY, USA"
3617,"Highland Mls, NY, USA"
3618,"Appleton, NY, USA"
3619,"Rensselaer,, NY, USA"
3620,"Alexandria, NY, USA"
3621,"Lakeview, NY, USA"
3622,"Middleburg, NY, USA"
3623,"Wilson, NY, USA"
3624,"Tuxedo Park, NY, USA"
3625,"West Fallls, NY, USA"
3626,"North Bangor, NY, USA"
3627,"GOSHEN, NY, USA"
3628,"South Bethlehem, NY, USA"
3629,"Hobart, NY, USA"
3630,"Staten Islan, NY, USA"
3631,"CLAY, NY, USA"
3632,"Calenodia, NY, USA"
3633,"Wesport, NY, USA"
3634,"springfield gardens, NY, USA"
3635,"COLONIE, NY, USA"
3636,"McDonough, NY, USA"
3637,"Owls Head, NY, USA"
3638,"Fuera Bush, NY, USA"
3639,"TUXEDO, NY, USA"
3640,"hauppauge, NY, USA"
3641,"Newark Vally, NY, USA"
3642,"Chenango Forks, NY, USA"
3643,"WAPPINGRS FALLS, NY, USA"
3644,"East Amherst, NY 14051, NY, USA"
3645,"MARION, NY, USA"
3646,"Scipio Center, NY, USA"
3647,"Lisbon, NY, USA"
3648,"Beaver Dams, NY, USA"
3649,"Darien Center, NY, USA"
3650,"OTISVILLE, NY, USA"
3651,"Alabama, NY, USA"
3652,"north bellmore, NY, USA"
3653,"Jamaica Vlg, NY, USA"
3654,"CAMBRIA HGTS, NY, USA"
3655,"Newark Valley, NY, USA"
3656,"Greenburgh, NY, USA"
3657,"wappingers falls, NY, USA"
3658,"briarcliff manor, NY, USA"
3659,"Jaimca, NY, USA"
3660,"King Ferry, NY, USA"
3661,"Middleport, NY, USA"
3662,"West Hampton, NY, USA"
3663,"Cold Spg, NY, USA"
3664,"West Park, NY, USA"
3665,"Howells, NY, USA"
3666,"liverpool, NY, USA"
3667,"Lowville, NY, USA"
3668,"Wappingers Fls, NY, USA"
3669,"Adams, NY, USA"
3670,"Hemlock, NY, USA"
3671,"Arkville, NY, USA"
3672,"HARSTDALE, NY, USA"
3673,"Au Sable Forks, NY, USA"
3674,"Ft Montgomery, NY, USA"
3675,"Garden City South, NY, USA"
3676,"Barrytown, NY, USA"
3677,"Connelly, NY, USA"
3678,"Wappingers Fl, NY, USA"
3679,"Mecklenburg, NY, USA"
3680,"ATHENS, NY, USA"
3681,"new paltz, NY, USA"
3682,"VALLEY FALLS, NY, USA"
3683,"Gabriels, NY, USA"
3684,"New Rachelle, NY, USA"
3685,"Moriah, NY, USA"
3686,"Eagle Bay, NY, USA"
3687,"Keuka Park, NY, USA"
3688,"Graniteville, NY, USA"
3689,"Staten SIland, NY, USA"
3690,"Veteran, NY, USA"
3691,"Jeffersonville, NY, USA"
3692,"AVERILL PARK, NY, USA"
3693,"Dansville, NY, USA"
3694,"Amawalk, NY, USA"
3695,"glen oak, NY, USA"
3696,"WILLIAMSON, NY, USA"
3697,"West Haverstraw NY, NY, USA"
3698,"Stony Point,, NY, USA"
3699,"Rotterdam Junction, NY, USA"
3700,"Arcade, NY, USA"
3701,"HAGAMAN, NY, USA"
3702,"white Plains, NY, USA"
3703,"Congres, NY, USA"
3704,"Sanborn, NY, USA"
3705,"EAST SETAUKET, NY, USA"
3706,"Round Lake, NY, USA"
3707,"Buchanon, NY, USA"
3708,"chester, NY, USA"
3709,"MONTGOMERY, NY, USA"
3710,"BALLSTON SPA, NY, USA"
3711,"CHURCHVILLE, NY, USA"
3712,"South Floral Park, NY, USA"
3713,"Satten Island, NY, USA"
3714,"La Fayette, NY, USA"
3715,"New Woodstock, NY, USA"
3716,"modena, NY, USA"
3717,"GARVERNVILLE, NY, USA"
3718,"Chichester, NY, USA"
3719,"bayside, NY, USA"
3720,"wallkill, NY, USA"
3721,"oceanside, NY, USA"
3722,"Delavan, NY, USA"
3723,"NEW HEMPSTEAD, NY, USA"
3724,"Sullivan, NY, USA"
3725,"Hollis Hills, NY, USA"
3726,"St Armand, NY, USA"
3727,"Athol, NY, USA"
3728,"MILLBROOK, NY, USA"
3729,"Slaterville Springs, NY, USA"
3730,"Marathon, NY, USA"
3731,"Claverack, NY, USA"
3732,"SCARSDALE, NY, USA"
3733,"albany, NY, USA"
3734,"Walton, NY, USA"
3735,"Felts Mills, NY, USA"
3736,"Waddington, NY, USA"
3737,"Trumasnburg, NY, USA"
3738,"Minoa, NY, USA"
3739,"Red Creek, NY, USA"
3740,"Greenfield, NY, USA"
3741,"Warrensburg,, NY, USA"
3742,"Deansboro, NY, USA"
3743,"Hyde Pk, NY, USA"
3744,"MONSEY, NY, USA"
3745,"Sodus Point, NY, USA"
3746,"St. Johnsville, NY, USA"
3747,"Concourse Road, NY, USA"
3748,"Wheatfield, NY, USA"
3749,"Brox, NY, USA"
3750,"Havertraw, NY, USA"
3751,"Castelton, NY, USA"
3752,"Burlingham, NY, USA"
3753,"Town of Tonawanda, NY, USA"
3754,"Vesal, NY, USA"
3755,"North Lindenhurst, NY, USA"
3756,"Suffen, NY, USA"
3757,"Cementon, NY, USA"
3758,"Port Henry, NY, USA"
3759,"CLARKSVILLE, NY, USA"
3760,"Niagara, NY, USA"
3761,"SAND LAKE, NY, USA"
3762,"Stony Creek, NY, USA"
3763,"Willsboro, NY, USA"
3764,"Rochesterr, NY, USA"
3765,"CATO, NY, USA"
3766,"Paul Smiths, NY, USA"
3767,"Brocton, NY, USA"
3768,"Munnsville, NY, USA"
3769,"Cahoonzie, NY, USA"
3770,"NORTH SALEM, NY, USA"
3771,"Rensselaer Falls, NY, USA"
3772,"STONE RIDGE, NY, USA"
3773,"Portchester, NY, USA"
3774,"CAIRO, NY, USA"
3775,"Chaffee, NY, USA"
3776,"west Henerietta, NY, USA"
3777,"Sarartoga Springs, NY, USA"
3778,"Baliston, NY, USA"
3779,"Pompey, NY, USA"
3780,"Honeoye Falls NY, NY, USA"
3781,"Limestone, NY, USA"
3782,"Burlington Flats, NY, USA"
3783,"Sterling Forest, NY, USA"
3784,"St Queens, NY, USA"
3785,"kings Point, NY, USA"
3786,"Lake Huntington, NY, USA"
3787,"SLATE HILL, NY, USA"
3788,"Glasco, NY, USA"
3789,"Lisle, NY, USA"
3790,"South Dayton, NY, USA"
3791,"Moira, NY, USA"
3792,"Roxbury, NY, USA"
3793,"Canaseraga, NY, USA"
3794,"Avoca, NY, USA"
3795,"Retsof, NY, USA"
3796,"W Harrison, NY, USA"
3797,"Morriosonville, NY, USA"
3798,"Montour Falls, NY, USA"
3799,"Rhineback, NY, USA"
3800,"Ithica, NY, USA"
3801,"Basom, NY, USA"
3802,"MARLBORO, NY, USA"
3803,"Pougkeepsie, NY, USA"
3804,"college point, NY, USA"
3805,"Pierrepont, NY, USA"
3806,"ALLEGANY, NY, USA"
3807,"Surprise, NY, USA"
3808,"SALT POINT, NY, USA"
3809,"Van Buren Point, NY, USA"
3810,"new Rochelle, NY, USA"
3811,"Glenfield, NY, USA"
3812,"Savona, NY, USA"
3813,"Warners, NY, USA"
3814,"New Kingston, NY, USA"
3815,"Ausable, NY, USA"
3816,"rome, NY, USA"
3817,"Panama, NY, USA"
3818,"CORNWALL-HDSN, NY, USA"
3819,"Sylvan Beach, NY, USA"
3820,"Pallenville, NY, USA"
3821,"Belfast, NY, USA"
3822,"Fort Johnson, NY, USA"
3823,"Briarcliff, NY, USA"
3824,"Maple Springs, NY, USA"
3825,"Ripley, NY, USA"
3826,"Keeseville, NY, USA"
3827,"Hunt, NY, USA"
3828,"Loon Lake, NY, USA"
3829,"Pelhem, NY, USA"
3830,"Morristown, NY, USA"
3831,"South Plymouth, NY, USA"
3832,"Morris, NY, USA"
3833,"LAKE CLEAR, NY, USA"
3834,"Saratoga Springs,, NY, USA"
3835,"Ft Johnson, NY, USA"
3836,"Mohegan, NY, USA"
3837,"Howes Caves, NY, USA"
3838,"Stafford, NY, USA"
3839,"Silvercreek, NY, USA"
3840,"Kennedy, NY, USA"
3841,"Kings, NY, USA"
3842,"CAMILLUS, NY, USA"
3843,"Camilus, NY, USA"
3844,"Salisbury MLS, NY, USA"
3845,"Clifton Springs, NY, USA"
3846,"Douglaston, NY, USA"
3847,"Ruby, NY, USA"
3848,"CAMBRIA HTS, NY, USA"
3849,"Wellsburg, NY, USA"
3850,"South Wales, NY, USA"
3851,"MIddle Grove, NY, USA"
3852,"Ossinning, NY, USA"
3853,"camillus, NY, USA"
3854,"Central Bridge, NY, USA"
3855,"Tappen, NY, USA"
3856,"Lockwood, NY, USA"
3857,"Mount Vision, NY, USA"
3858,"Pattersonville,, NY, USA"
3859,"ROME, NY, USA"
3860,"Westernville, NY, USA"
3861,"Schroon lake, NY, USA"
3862,"Haverstaw, NY, USA"
3863,"baldwin place, NY, USA"
3864,"UNIONVILLE, NY, USA"
3865,"Genoa, NY, USA"
3866,"Dannemora, NY, USA"
3867,"Bovina Center, NY, USA"
3868,"Wales Center, NY, USA"
3869,"Mill Neck, NY, USA"
3870,"East Concord, NY, USA"
3871,"Redfield, NY, USA"
3872,"bloomingdale, NY, USA"
3873,"Ferndale, NY, USA"
3874,"Cornwall On Hudson, NY, USA"
3875,"LK Katrine, NY, USA"
3876,"Ovid, NY, USA"
3877,"Warrensburgh, NY, USA"
3878,"Grand Gorge, NY, USA"
3879,"sidney, NY, USA"
3880,"South Colton, NY, USA"
3881,"Satten Islandd, NY, USA"
3882,"Cold spring, NY, USA"
3883,"Middletown,, NY, USA"
3884,"Gainesville, NY, USA"
3885,"East Amherst NY, NY, USA"
3886,"Clarksville, NY, USA"
3887,"Chateaugay, NY, USA"
3888,"Hoffmeister, NY, USA"
3889,"Pine Valley, NY, USA"
3890,"Purdys, NY, USA"
3891,"Forestport, NY, USA"
3892,"LOCH SHELDRAKE, NY, USA"
3893,"Bloomington, NY, USA"
3894,"Big Indian, NY, USA"
3895,"Stockton, NY, USA"
3896,"ridgewood, NY, USA"
3897,"Harpursville, NY, USA"
3898,"Olmstedville, NY, USA"
3899,"Wahsingtonville, NY, USA"
3900,"East Marion, NY, USA"
3901,"Ramapo, NY, USA"
3902,"FAIRPORT, NY, USA"
3903,"Bedford Corners, NY, USA"
3904,"JOHNSON, NY, USA"
3905,"Ellicotville, NY, USA"
3906,"pulaski, NY, USA"
3907,"Greene, NY, USA"
3908,"Black River, NY, USA"
3909,"Napanoch NY, NY, USA"
3910,"Valhalla NY, NY, USA"
3911,"W Sand Lake, NY, USA"
3912,"Stoneridge, NY, USA"
3913,"Woodhull, NY, USA"
3914,"Berkshire, NY, USA"
3915,"Elbridge, NY, USA"
3916,"Burke, NY, USA"
3917,"HIGHLAND MILL, NY, USA"
3918,"Norwood,, NY, USA"
3919,"Ferguson, NY, USA"
3920,"Pen Yan, NY, USA"
3921,"QUEENSBURY, NY, USA"
3922,"North Chatham, NY, USA"
3923,"VICTOR, NY, USA"
3924,"South Kortright, NY, USA"
3925,"Elmira Heights, NY, USA"
3926,"new city, NY, USA"
3927,"West Chazy, NY, USA"
3928,"Hilland Mills, NY, USA"
3929,"West Albany, NY, USA"
3930,"Hampton, NY, USA"
3931,"Manor Heights, NY, USA"
3932,"Derby, NY, USA"
3933,"Movavia, NY, USA"
3934,"Wellsville, NY, USA"
3935,"hyde park, NY, USA"
3936,"Nissequogue, NY, USA"
3937,"YORKTOWN HTS, NY, USA"
3938,"Clinton Corners , New York 12514, NY, USA"
3939,"Ava, NY, USA"
3940,"Beekmantown, NY, USA"
3941,"Ionia, NY, USA"
3942,"Mt Morris, NY, USA"
3943,"Tribes Hill, NY, USA"
3944,"Deposit, NY, USA"
3945,"Bainbridge, NY, USA"
3946,"Valley cottege, NY, USA"
3947,"West Lebanon, NY, USA"
3948,"EAST NASSAU, NY, USA"
3949,"Loch Sheldrake, NY, USA"
3950,"cortlandt, NY, USA"
3951,"Watervilet, NY, USA"
3952,"Croton Falls, NY, USA"
3953,"Salisbury Center, NY, USA"
3954,"Three Mile Bay, NY, USA"
3955,"North Tonawnada, NY, USA"
3956,"Saint Regis Falls, NY, USA"
3957,"Edinburg, NY, USA"
3958,"Shohoarie, NY, USA"
3959,"Silver Springs, NY, USA"
3960,"fresh meadows, NY, USA"
3961,"Hawthoren, NY, USA"
3962,"brewerton, NY, USA"
3963,"Wingdale,, NY, USA"
3964,"WILLOW, NY, USA"
3965,"johnstown, NY, USA"
3966,"Scio, NY, USA"
3967,"FAR ROCKAWAY,, NY, USA"
3968,"W Coxsackie, NY, USA"
3969,"Ballston spa, NY, USA"
3970,"Briarcliff manor, NY, USA"
3971,"Deerfield, NY, USA"
3972,"New Brighton, NY, USA"
3973,"Briarclf Mnr, NY, USA"
3974,"tappn, NY, USA"
3975,"Theresa, NY, USA"
3976,"PLainview, NY, USA"
3977,"VALATIE, NY, USA"
3978,"YAPHANK, NY, USA"
3979,"Babylon Village, NY, USA"
3980,"Java Center, NY, USA"
3981,"etna, NY, USA"
3982,"Adams Creek, NY, USA"
3983,"Potsdm, NY, USA"
3984,"Mountainville, NY, USA"
3985,"WIlton, NY, USA"
3986,"Mt Vision, NY, USA"
3987,"Almond, NY, USA"
3988,"cambridge, NY, USA"
3989,"Jamaica,, NY, USA"
3990,"Mayville, NY, USA"
3991,"Franklin, NY, USA"
3992,"Pittsfors, NY, USA"
3993,"Bloomville, NY, USA"
3994,"Fly Creek, NY, USA"
3995,"High Fls, NY, USA"
3996,"Waccabuc, NY, USA"
3997,"warwick, NY, USA"
3998,"NEW PALTZ, NY, USA"
3999,"ARdsley, NY, USA"
4000,"Collins, NY, USA"
4001,"Broklyn, NY, USA"
4002,"Copake Falls, NY, USA"
4003,"Kingston,, NY, USA"
4004,"New CIty, NY, USA"
4005,"Oxford, NY, USA"
4006,"Maine, NY, USA"
4007,"Castorland, NY, USA"
4008,"Charlotteville, NY, USA"
4009,"Hughsonville, NY, USA"
4010,"Albany,, NY, USA"
4011,"CONSTANTIA, NY, USA"
4012,"Windsor, NY, USA"
4013,"East Patchouge, NY, USA"
4014,"Malden On Hudson, NY, USA"
4015,"Casadaga, NY, USA"
4016,"Big Flats, NY, USA"
4017,"Tupper Lake, NY, USA"
4018,"Yorktown Hgts, NY, USA"
4019,"North Collins, NY, USA"
4020,"rocky point, NY, USA"
4021,"Youngsville, NY, USA"
4022,"Maple Knolls poughkeepsie, NY, USA"
4023,"Russell, NY, USA"
4024,"Waldon, NY, USA"
4025,"JOHNSONVILLE, NY, USA"
4026,"Cambridge heights, NY, USA"
4027,"Valley Cottage NY, NY, USA"
4028,"S. Richmond HL, NY, USA"
4029,"Bovina, NY, USA"
4030,"North Blenheim, NY, USA"
4031,"North Java, NY, USA"
4032,"Glen Park, NY, USA"
4033,"East Branch, NY, USA"
4034,"Courtland, NY, USA"
4035,"Phlimont, NY, USA"
4036,"Bownmansville, NY, USA"
4037,"New Berlin, NY, USA"
4038,"JACKSON HEIGHTS, NY, USA"
4039,"Mohopac, NY, USA"
4040,"Old Field, NY, USA"
4041,"Odessa, NY, USA"
4042,"FAYETTEVILLE, NY, USA"
4043,"Freshwood Meadows, NY, USA"
4044,"Clayville, NY, USA"
4045,"HOPEWEL JUNCTION, NY, USA"
4046,"STORMVILLE, NY, USA"
4047,"Jamaica NY, NY, USA"
4048,"yorktown Hgts, NY, USA"
4049,"Schaghticoke , New York 12154, NY, USA"
4050,"La Fargeville, NY, USA"
4051,"WILLIAMSVILLE, NY, USA"
4052,"CANANDAIGUA, NY, USA"
4053,"watervliet, NY, USA"
4054,"Schuyler Falls, NY, USA"
4055,"FORT EDWARD, NY, USA"
4056,"Port Cheste, NY, USA"
4057,"Comstock, NY, USA"
4058,"North Bay, NY, USA"
4059,"Shorstville, NY, USA"
4060,"Waterport, NY, USA"
4061,"Baldwin Place, NY, USA"
4062,"Portville, NY, USA"
4063,"CORTLANDT, NY, USA"
4064,"Binghamtom, NY, USA"
4065,"Campbell, NY, USA"
4066,"Lk Katrine, NY, USA"
4067,"Port Leyden, NY, USA"
4068,"Shushan, NY, USA"
4069,"Byron, NY, USA"
4070,"Minetto, NY, USA"
4071,"HASTINGS HDSN, NY, USA"
4072,"west hurley, NY, USA"
4073,"Cold Brook, NY, USA"
4074,"SHELTER ISLAND, NY, USA"
4075,"windsor, NY, USA"
4076,"Hoosick Falls,, NY, USA"
4077,"Delancey, NY, USA"
4078,"Rushville, NY, USA"
4079,"North Petersburg, NY, USA"
4080,"Stittville, NY, USA"
4081,"Pocantico Hills, NY, USA"
4082,"Lindley, NY, USA"
4083,"Plattekill, NY, USA"
4084,"Kirkwood, NY, USA"
4085,"Pendleton, NY, USA"
4086,"New Square, NY, USA"
4087,"East Fishkill, NY, USA"
4088,"Rotterdam,, NY, USA"
4089,"Staatsburgh, NY, USA"
4090,"Gowanda, NY, USA"
4091,"Gates, NY, USA"
4092,"Tallman, NY, USA"
4093,"HUGUENOT, NY, USA"
4094,"Tannersvl, NY, USA"
4095,"Bethel, NY, USA"
4096,"Neward, NY, USA"
