geopy location,coordinates
"Sherman Oaks, Los Angeles, Los Angeles County, California, 91403, United States","(34.1508718, -118.4489865)"
"Studio City, Los Angeles, Los Angeles County, California, 91604, United States","(34.1483989, -118.3961877)"
"Woodland Hills, Los Angeles, Los Angeles County, California, 91364, United States","(34.1684364, -118.6058382)"
"Sunland, Los Angeles, Los Angeles County, California, 91042-2137, United States","(34.2669466, -118.3023)"
"San Fernando, Los Angeles County, California, 91340, United States","(34.28497, -118.437652)"
"Canoga Park, Los Angeles, Los Angeles County, California, 91303, United States","(34.2011078, -118.5978087)"
"Brentwood, Contra Costa County, California, 94513, United States","(37.9317766, -121.696026)"
"San Pedro, Los Angeles, Los Angeles County, California, 90731, United States","(33.7358518, -118.2922934)"
"Wilmington, Los Angeles, Los Angeles County, California, 90744-4522, United States","(33.7800164, -118.262509)"
"Van Nuys, Los Angeles, Los Angeles County, California, United States","(34.1866193, -118.4486675)"
"Encino, Los Angeles, Los Angeles County, California, 91316-3402, United States","(34.1591324, -118.5016166)"
"North Hollywood, Los Angeles, Los Angeles County, California, 91601-3121, United States","(34.1729044, -118.3740371)"
"Gardena, Los Angeles County, California, United States","(33.8963593, -118.3053037)"
"Reseda, Los Angeles, Los Angeles County, California, 91335-2819, United States","(34.2006552, -118.536528)"
"Playa Vista, Los Angeles, Los Angeles County, California, 90094, United States","(33.9760102, -118.4181654)"
"Granada Hills, Los Angeles, Los Angeles County, California, 91344-7401, United States","(34.2661558, -118.5174342)"
"Shadow Hills, Los Angeles, Los Angeles County, California, 91040-1737, United States","(34.2619469, -118.3517463)"
"Venice, Los Angeles, Los Angeles County, California, United States","(33.988334949999995, -118.46152716615018)"
"Sylmar, Los Angeles, Los Angeles County, California, 91342-4119, United States","(34.3076252, -118.4492148)"
"Federal Correctional Institution, Terminal Island, South Seaside Avenue, Port of Los Angeles, Los Angeles, Los Angeles County, California, 90731, United States","(33.7266094, -118.26709930362469)"
"Sun Valley, Los Angeles, Los Angeles County, California, 91352, United States","(34.2175042, -118.3703576)"
"Big Pine, Inyo County, California, United States","(37.1648012, -118.2899228)"
"Independence, Inyo County, California, 93526, United States","(36.8025065, -118.1997182)"
"West Hills, Los Angeles, Los Angeles County, California, 91307, United States","(34.2032325, -118.645476)"
"Marina del Rey, Los Angeles County, California, 90292, United States","(33.9776848, -118.4486479)"
"Sherman Oaks, Los Angeles, Los Angeles County, California, 91403, United States","(34.1508718, -118.4489865)"
"San Pedro, Los Angeles, Los Angeles County, California, 90731, United States","(33.7358518, -118.2922934)"
"Encino, Los Angeles, Los Angeles County, California, 91316-3402, United States","(34.1591324, -118.5016166)"
"Culver City, Los Angeles County, California, United States","(34.0211224, -118.396466)"
"Studio City, Los Angeles, Los Angeles County, California, 91604, United States","(34.1483989, -118.3961877)"
"Chatsworth, Los Angeles, Los Angeles County, California, 91311-4127, United States","(34.2595715, -118.6023247)"
"Panorama City, Los Angeles, Los Angeles County, California, United States","(34.2242902, -118.4453745)"
"Santa Monica, Los Angeles County, California, United States","(34.0194704, -118.4912273)"
"Los Angeles, Los Angeles County, California, United States","(34.0536909, -118.242766)"
"Mission Hills, Santa Barbara County, California, United States","(34.687584, -120.43901754304565)"
"Westchester, Los Angeles, Los Angeles County, California, 90045, United States","(33.9597349, -118.4006322)"
"Sepulveda, Metro Orange Line (G) Busway, Van Nuys, Los Angeles, Los Angeles County, California, 91411, United States","(34.1807806, -118.46888)"
"Panorama City, Los Angeles, Los Angeles County, California, United States","(34.2242902, -118.4453745)"
"Porter Ranch, Los Angeles, Los Angeles County, California, 91326-1729, United States","(34.2818164, -118.5612714)"
"North Hills, Los Angeles, Los Angeles County, California, United States","(34.2429575, -118.4854081)"
"Playa del Rey, Los Angeles, Los Angeles County, California, United States","(33.9541453, -118.4388067)"
"Torrance, Los Angeles County, California, 90503, United States","(33.8358492, -118.3406288)"
"Playa del Rey, Los Angeles, Los Angeles County, California, United States","(33.9541453, -118.4388067)"
"Winnetka, Los Angeles, Los Angeles County, California, 91306, United States","(34.2013207, -118.5711037)"
"Los Angeles, Los Angeles County, California, United States","(34.0536909, -118.242766)"
"Van Nuys, Los Angeles, Los Angeles County, California, United States","(34.1866193, -118.4486675)"
"Van Nuys, Los Angeles, Los Angeles County, California, United States","(34.1866193, -118.4486675)"
"Hollywood, Los Angeles, Los Angeles County, California, United States","(34.0980031, -118.329523)"
"San Pedro, Los Angeles, Los Angeles County, California, 90731, United States","(33.7358518, -118.2922934)"
"Tujunga, Los Angeles, Los Angeles County, California, 91042, United States","(34.252225, -118.2884105)"
"North Hollywood, Los Angeles, Los Angeles County, California, 91601-3121, United States","(34.1729044, -118.3740371)"
"North Hollywood, Los Angeles, Los Angeles County, California, 91601-3121, United States","(34.1729044, -118.3740371)"
"Bishop, Inyo County, California, United States","(37.363679, -118.3952405)"
"Harbor City, Los Angeles, Los Angeles County, California, 90710-2805, United States","(33.7911012, -118.3012604)"
"Lake View Terrace, Los Angeles, Los Angeles County, California, 91040-1737, United States","(34.2763908, -118.3611912)"
"North Hollywood, Los Angeles, Los Angeles County, California, 91601-3121, United States","(34.1729044, -118.3740371)"
nan
"Marina del Rey, Los Angeles County, California, 90292, United States","(33.9776848, -118.4486479)"
nan
"Sunland, Los Angeles, Los Angeles County, California, 91042-2137, United States","(34.2669466, -118.3023)"
"Sylmar, Los Angeles, Los Angeles County, California, 91342-4119, United States","(34.3076252, -118.4492148)"
"Granada Hills, Los Angeles, Los Angeles County, California, 91344-7401, United States","(34.2661558, -118.5174342)"
nan
"Arleta, Los Angeles, Los Angeles County, California, United States","(34.2413266, -118.4322047)"
"North Hollywood, Los Angeles, Los Angeles County, California, 91601-3121, United States","(34.1729044, -118.3740371)"
"Sylmar, Los Angeles, Los Angeles County, California, 91342-4119, United States","(34.3076252, -118.4492148)"
"Venice, Los Angeles, Los Angeles County, California, United States","(33.988334949999995, -118.46152716615018)"
"Lake View Terrace, Los Angeles, Los Angeles County, California, 91040-1737, United States","(34.2763908, -118.3611912)"
"Valley Glen, Los Angeles, Los Angeles County, California, 91607, United States","(34.1826379, -118.4138666)"
"Northridge, Los Angeles, Los Angeles County, California, 91330-8246, United States","(34.2345615, -118.5369316)"
"Lomita, Los Angeles County, California, 90717, United States","(33.8036545, -118.3195014)"
"Lake Balboa, Los Angeles, Los Angeles County, California, 91406-5441, United States","(34.1938237, -118.5010456)"
"Wilmington, Los Angeles, Los Angeles County, California, 90744-4522, United States","(33.7800164, -118.262509)"
"Silver Lake, Los Angeles, Los Angeles County, California, 90026-2106, United States","(34.0896518, -118.2693735)"
"West Hills, Los Angeles, Los Angeles County, California, 91307, United States","(34.2032325, -118.645476)"
"Tarzana, Los Angeles, Los Angeles County, California, 91356, United States","(34.1689295, -118.536567)"
"Studio City, Los Angeles, Los Angeles County, California, 91604, United States","(34.1483989, -118.3961877)"
"Lake View Terrace, Los Angeles, Los Angeles County, California, 91040-1737, United States","(34.2763908, -118.3611912)"
"Los Feliz, Los Angeles, Los Angeles County, California, United States","(34.108133949999996, -118.29017961170848)"
"Valley Village, Los Angeles, Los Angeles County, California, 91607, United States","(34.1637147, -118.3965758)"
"Winnetka, Los Angeles, Los Angeles County, California, 91306, United States","(34.2013207, -118.5711037)"
"Mission Hills, Santa Barbara County, California, United States","(34.687584, -120.43901754304565)"
"Eagle Rock, Los Angeles, Los Angeles County, California, 90041-1238, United States","(34.1390325, -118.2140958)"
"Lone Pine, Inyo County, California, 93545-9714, United States","(36.583175999999995, -118.07835929489717)"
"Toluca Lake, Los Angeles, Los Angeles County, California, United States","(34.1521688, -118.3571417)"
"Van Nuys, Los Angeles, Los Angeles County, California, United States","(34.1866193, -118.4486675)"
"North Hollywood, Los Angeles, Los Angeles County, California, 91601-3121, United States","(34.1729044, -118.3740371)"
"Woodland Hills, Los Angeles, Los Angeles County, California, 91364, United States","(34.1684364, -118.6058382)"
"San Fernando Valley, Los Angeles, Los Angeles County, California, 91406-1232, United States","(34.2148853, -118.4998204)"
"Canoga Park, Los Angeles, Los Angeles County, California, 91303, United States","(34.2011078, -118.5978087)"
"Reseda, Los Angeles, Los Angeles County, California, 91335-2819, United States","(34.2006552, -118.536528)"
"La Crescenta, Los Angeles County, California, 91214, United States","(34.230429, -118.2350733)"
"Woodland Hills, Los Angeles, Los Angeles County, California, 91364, United States","(34.1684364, -118.6058382)"
"Pacific Palisades, Los Angeles, Los Angeles County, California, United States","(34.0480643, -118.5264706)"
"Northridge, Los Angeles, Los Angeles County, California, 91330-8246, United States","(34.2345615, -118.5369316)"
"Bishop, Inyo County, California, United States","(37.363679, -118.3952405)"
"Sun Valley, Los Angeles, Los Angeles County, California, 91352, United States","(34.2175042, -118.3703576)"
"Mission Hills, Santa Barbara County, California, United States","(34.687584, -120.43901754304565)"
"Chatsworth, Los Angeles, Los Angeles County, California, 91311-4127, United States","(34.2595715, -118.6023247)"
"Woodland Hills, Los Angeles, Los Angeles County, California, 91364, United States","(34.1684364, -118.6058382)"
nan
"North Hills, Los Angeles, Los Angeles County, California, United States","(34.2429575, -118.4854081)"
"Tarzana, Los Angeles, Los Angeles County, California, 91356, United States","(34.1689295, -118.536567)"
"Sepulveda, Metro Orange Line (G) Busway, Van Nuys, Los Angeles, Los Angeles County, California, 91411, United States","(34.1807806, -118.46888)"
"Venice, Los Angeles, Los Angeles County, California, United States","(33.988334949999995, -118.46152716615018)"
"West Hills, Los Angeles, Los Angeles County, California, 91307, United States","(34.2032325, -118.645476)"
"Chatsworth, Los Angeles, Los Angeles County, California, 91311-4127, United States","(34.2595715, -118.6023247)"
"West Hollywood, Los Angeles County, California, United States","(34.0923014, -118.3692894)"
"Marina del Rey, Los Angeles County, California, 90292, United States","(33.9776848, -118.4486479)"
"Los Angeles, Los Angeles County, California, United States","(34.0536909, -118.242766)"
"SilverLake, Norco, Riverside County, California, 92860, United States","(33.9520344, -117.55282339593691)"
"Los Angeles, Los Angeles County, California, United States","(34.0536909, -118.242766)"
"Marina del Rey, Los Angeles County, California, 90292, United States","(33.9776848, -118.4486479)"
nan
"San Fernando, Los Angeles County, California, 91340, United States","(34.28497, -118.437652)"
"Porter Ranch, Los Angeles, Los Angeles County, California, 91326-1729, United States","(34.2818164, -118.5612714)"
"Sherman Oaks, Los Angeles, Los Angeles County, California, 91403, United States","(34.1508718, -118.4489865)"
"Canoga Park, Los Angeles, Los Angeles County, California, 91303, United States","(34.2011078, -118.5978087)"
"Harbor Pines, Harbor City, Los Angeles, Los Angeles County, California, 90710-2805, United States","(33.7825681, -118.3069302)"
"Panorama City, Los Angeles, Los Angeles County, California, United States","(34.2242902, -118.4453745)"
"Sherwood Forest, Nevada County, California, 95949, United States","(39.1843138, -121.0829634)"
"Westchester, Los Angeles, Los Angeles County, California, 90045, United States","(33.9597349, -118.4006322)"
"Pacoima, Los Angeles, Los Angeles County, California, 91331-2536, United States","(34.2625025, -118.427027)"
"Los Angeles, Los Angeles County, California, United States","(34.0536909, -118.242766)"
"San Pedro, Los Angeles, Los Angeles County, California, 90731, United States","(33.7358518, -118.2922934)"
"Sunland, Los Angeles, Los Angeles County, California, 91042-2137, United States","(34.2669466, -118.3023)"
"North Hills, Los Angeles, Los Angeles County, California, United States","(34.2429575, -118.4854081)"
nan
"Beverly Hills, Los Angeles County, California, United States","(34.0696501, -118.3963062)"
"Arleta, Los Angeles, Los Angeles County, California, United States","(34.2413266, -118.4322047)"
"Pacoima, Los Angeles, Los Angeles County, California, 91331-2536, United States","(34.2625025, -118.427027)"
"La Crescenta, Los Angeles County, California, 91214, United States","(34.230429, -118.2350733)"
"Culver City, Los Angeles County, California, United States","(34.0211224, -118.396466)"
"Playa del Rey, Los Angeles, Los Angeles County, California, United States","(33.9541453, -118.4388067)"
"Northridge, Los Angeles, Los Angeles County, California, 91330-8246, United States","(34.2345615, -118.5369316)"
"Highland Park, Los Angeles, Los Angeles County, California, United States","(34.1099469, -118.1969828)"
"Reseda, Los Angeles, Los Angeles County, California, 91335-2819, United States","(34.2006552, -118.536528)"
"Gardena, Los Angeles County, California, United States","(33.8963593, -118.3053037)"
"Sunland, Los Angeles, Los Angeles County, California, 91042-2137, United States","(34.2669466, -118.3023)"
"Tujunga, Los Angeles, Los Angeles County, California, 91042, United States","(34.252225, -118.2884105)"
nan
"Sun Valley, Los Angeles, Los Angeles County, California, 91352, United States","(34.2175042, -118.3703576)"
"Torrance, Los Angeles County, California, 90503, United States","(33.8358492, -118.3406288)"
"Arleta, Los Angeles, Los Angeles County, California, United States","(34.2413266, -118.4322047)"
"Culver City, Los Angeles County, California, United States","(34.0211224, -118.396466)"
"Sherman Oaks, Los Angeles, Los Angeles County, California, 91403, United States","(34.1508718, -118.4489865)"
"Winnetka, Los Angeles, Los Angeles County, California, 91306, United States","(34.2013207, -118.5711037)"
nan
"Lomita, Los Angeles County, California, 90717, United States","(33.8036545, -118.3195014)"
"Cartago, Inyo County, California, United States","(36.3160425, -118.02575846885793)"
"Mar Vista, Los Angeles, Los Angeles County, California, United States","(34.0037605, -118.4391641)"
"Beverly Hills, Los Angeles County, California, United States","(34.0696501, -118.3963062)"
"Tujunga, Los Angeles, Los Angeles County, California, 91042, United States","(34.252225, -118.2884105)"
"Olancha, Inyo County, California, 93549, United States","(36.270251, -117.9997187937556)"
"Lake View Terrace, Los Angeles, Los Angeles County, California, 91040-1737, United States","(34.2763908, -118.3611912)"
"Porter Ranch, Los Angeles, Los Angeles County, California, 91326-1729, United States","(34.2818164, -118.5612714)"
"Lone Pine, Inyo County, California, 93545-9714, United States","(36.583175999999995, -118.07835929489717)"
"Olancha, Inyo County, California, 93549, United States","(36.270251, -117.9997187937556)"
"Echo Park, Los Angeles, Los Angeles County, California, 90026, United States","(34.074, -118.2608735)"
nan
"Canoga Park, Los Angeles, Los Angeles County, California, 91303, United States","(34.2011078, -118.5978087)"
"Porter Ranch, Los Angeles, Los Angeles County, California, 91326-1729, United States","(34.2818164, -118.5612714)"
"Panorama City, Los Angeles, Los Angeles County, California, United States","(34.2242902, -118.4453745)"
"Granada Hills, Los Angeles, Los Angeles County, California, 91344-7401, United States","(34.2661558, -118.5174342)"
"Sherman Oaks, Los Angeles, Los Angeles County, California, 91403, United States","(34.1508718, -118.4489865)"
"Burbank, Los Angeles County, California, United States","(34.1816482, -118.3258554)"
nan
"Lakeview Terrace, Johnstown, Lakeside, San Diego County, California, 92021, United States","(32.84367, -116.894493)"
"Venice, Los Angeles, Los Angeles County, California, United States","(33.988334949999995, -118.46152716615018)"
"West Hills, Los Angeles, Los Angeles County, California, 91307, United States","(34.2032325, -118.645476)"
"Bell Canyon, Orange County, California, 92085, United States","(33.6277703, -117.5556207)"
"Harbor City, Los Angeles, Los Angeles County, California, 90710-2805, United States","(33.7911012, -118.3012604)"
"West Hills, Los Angeles, Los Angeles County, California, 91307, United States","(34.2032325, -118.645476)"
"Glendale, Los Angeles County, California, United States","(34.1469416, -118.2478471)"
"Playa del Rey, Los Angeles, Los Angeles County, California, United States","(33.9541453, -118.4388067)"
"North Hollywood, Los Angeles, Los Angeles County, California, 91601-3121, United States","(34.1729044, -118.3740371)"
"North Hills, Los Angeles, Los Angeles County, California, United States","(34.2429575, -118.4854081)"
"Bel Air Estates, Union County, North Carolina, United States","(34.9797736, -80.6873027079307)"
"Eagle Rock, Los Angeles, Los Angeles County, California, 90041-1238, United States","(34.1390325, -118.2140958)"
nan
"Van Nuys, Los Angeles, Los Angeles County, California, United States","(34.1866193, -118.4486675)"
"Beverly Hills, Los Angeles County, California, United States","(34.0696501, -118.3963062)"
nan
"Sun Valley, Los Angeles, Los Angeles County, California, 91352, United States","(34.2175042, -118.3703576)"
nan
"Mission Hills, Santa Barbara County, California, United States","(34.687584, -120.43901754304565)"
"Lake View Terrace, Los Angeles, Los Angeles County, California, 91040-1737, United States","(34.2763908, -118.3611912)"
"Lee Vining, Mono County, California, 93541, United States","(37.9574254, -119.1218156)"
"Bel Air, Bel-Air, Los Angeles, Los Angeles County, California, 90024-2613, United States","(34.0827278, -118.4479802)"
"Eagle Rock, Los Angeles, Los Angeles County, California, 90041-1238, United States","(34.1390325, -118.2140958)"
"Calabasas, Los Angeles County, California, 91302, United States","(34.1446643, -118.6440973)"
"Winnetka, Los Angeles, Los Angeles County, California, 91306, United States","(34.2013207, -118.5711037)"
"Lake Balboa, Los Angeles, Los Angeles County, California, 91406-5441, United States","(34.1938237, -118.5010456)"
nan
"Studio City, Los Angeles, Los Angeles County, California, 91604, United States","(34.1483989, -118.3961877)"
nan
"Woodland Hills, Los Angeles, Los Angeles County, California, 91364, United States","(34.1684364, -118.6058382)"
"Santa Monica, Los Angeles County, California, United States","(34.0194704, -118.4912273)"
"Granada Hills, Los Angeles, Los Angeles County, California, 91344-7401, United States","(34.2661558, -118.5174342)"
"Bishop, Inyo County, California, United States","(37.363679, -118.3952405)"
nan
nan
"Shadow Hills, Los Angeles, Los Angeles County, California, 91040-1737, United States","(34.2619469, -118.3517463)"
"Chatworth Avenue, Warwick, Kent County, Rhode Island, 02886, United States","(41.71895, -71.459496)"
"Salt Lake City, Salt Lake County, Utah, 84139, United States","(40.7596198, -111.8867975)"
"Herriman, Salt Lake County, Utah, 84096, United States","(40.5139784, -112.0329086)"
"South Jordan, Salt Lake County, Utah, United States","(40.5584882, -111.9367107)"
"Park City, Summit County, Utah, 84060, United States","(40.6460921, -111.4979963)"
"Salt Lake City International Airport, 3920, SLC Bike Path, Salt Lake International Center, Salt Lake City, Salt Lake County, Utah, 84122, United States","(40.790066100000004, -111.97989846185591)"
"Kaysville, Davis County, Utah, 84037, United States","(41.0349847, -111.9383931)"
"North Salt Lake, Davis County, Utah, 84054, United States","(40.8485564, -111.906882)"
"Highland, Utah County, Utah, 84004, United States","(40.4207683, -111.7927335)"
"Roy, Weber County, Utah, 84067, United States","(41.1617999, -112.0261903)"
"Moab, Grand County, Utah, 84532, United States","(38.5738096, -109.5462146)"
"Enoch, Iron County, Utah, United States","(37.7733096, -113.0243929)"
"Draper, Salt Lake County, Utah, 84020, United States","(40.524761, -111.8637305)"
"North Ogden, Weber County, Utah, 84414, United States","(41.3071354, -111.9601986)"
"Pleasant Grove, Utah County, Utah, 84062, United States","(40.3640349, -111.7386884)"
"Kearns, Salt Lake County, Utah, 84118, United States","(40.6597665, -111.9965997)"
"Hatch, Garfield County, Utah, 84735, United States","(37.6497019, -112.4343738)"
"Pleasant View, Weber County, Utah, United States","(41.3199145, -111.9939299)"
"Layton, Davis County, Utah, United States","(41.0751048, -111.9741925)"
"Saratoga Springs, Utah County, Utah, 84045, United States","(40.3491173, -111.904656)"
"Murray, Salt Lake County, Utah, 84107, United States","(40.6667841, -111.888417)"
"Ogden, Weber County, Utah, 84403, United States","(41.2230048, -111.9738429)"
"Orem, Utah County, Utah, 84602, United States","(40.2981599, -111.6944313)"
"Centerville, Davis County, Utah, 84014, United States","(40.9180005, -111.8721601)"
"Tooele County, Utah, United States","(40.4062872, -113.1966394)"
"Midvale, Salt Lake County, Utah, 84047, United States","(40.6149174, -111.9106607)"
"Heber City, Heber, Wasatch County, Utah, 84032, United States","(40.506463, -111.4132963)"
"Cottonwood Heights, Salt Lake County, Utah, 84093, United States","(40.613474, -111.8256464)"
"Peoa, Summit County, Utah, 84061, United States","(40.7246718, -111.3418577)"
"Coalville, Summit County, Utah, United States","(40.9177251, -111.3993634)"
"Clinton, Davis County, Utah, United States","(41.1396708, -112.0505108)"
"Midway, Wasatch County, Utah, 84049, United States","(40.5125438, -111.4748846)"
"Riverton, Salt Lake County, Utah, 84065, United States","(40.5179761, -111.9393701)"
"Taylorsville, Salt Lake County, Utah, United States","(40.6677096, -111.9385867)"
"West Jordan, Salt Lake County, Utah, United States","(40.6061308, -111.9396586)"
"Magna, Salt Lake County, Utah, 84044, United States","(40.7031629, -112.0816489)"
"Provo, Utah County, Utah, 84606, United States","(40.2337289, -111.6587085)"
"Woods Cross, Davis County, Utah, 84087, United States","(40.8716964, -111.8925775)"
"Nephi, Juab County, Utah, 84648, United States","(39.7102336, -111.836321)"
"Sandy, Salt Lake County, Utah, 84070, United States","(40.5710454, -111.8953815)"
"Bountiful, Davis County, Utah, 84010, United States","(40.8894611, -111.8804817)"
"Park City, Summit County, Utah, 84060, United States","(40.6460921, -111.4979963)"
"West Bountiful, Davis County, Utah, United States","(40.8938148, -111.9017866)"
"Washington County, Utah, United States","(37.2393471, -113.525776)"
"Ivins, Washington County, Utah, 84738, United States","(37.1685907, -113.6794057)"
"Herriman, Salt Lake County, Utah, 84096, United States","(40.5139784, -112.0329086)"
"Wilson Canyon, San Juan County, Utah, United States","(37.7074483, -110.3829526)"
"Salt Lake City, Salt Lake County, Utah, 84139, United States","(40.7596198, -111.8867975)"
"Salt Lake City, Salt Lake County, Utah, 84139, United States","(40.7596198, -111.8867975)"
"Lehi, Utah County, Utah, United States","(40.3881114, -111.8486019)"
"St. George, Washington County, Utah, United States","(37.104153, -113.5841313)"
"Riverton, Salt Lake County, Utah, 84065, United States","(40.5179761, -111.9393701)"
"Willard, Box Elder County, Utah, United States","(41.4091053, -112.0360557)"
"West Point, Davis County, Utah, United States","(41.1227621, -112.09338808688221)"
"Cedar Hills, Utah County, Utah, United States","(40.4141174, -111.7585414)"
"Eagle Mountain, Utah County, Utah, 84005, United States","(40.3093488, -112.0119825)"
"Hurricane, Washington County, Utah, 84745, United States","(37.1750272, -113.289888)"
"Uintah County, Utah, United States","(40.1943199, -109.5770955)"
"Midvale, Salt Lake County, Utah, 84047, United States","(40.6149174, -111.9106607)"
"Castle Valley, Grand County, Utah, United States","(38.6394278, -109.4090056)"
"West Valley City, Salt Lake County, Utah, 84120, United States","(40.6967254, -111.9868211)"
"West Jordan, Salt Lake County, Utah, United States","(40.6061308, -111.9396586)"
"Magna, Salt Lake County, Utah, 84044, United States","(40.7031629, -112.0816489)"
"Murray, Salt Lake County, Utah, 84107, United States","(40.6667841, -111.888417)"
"Spanish Fork, Utah County, Utah, 8466034, United States","(40.1150133, -111.6547774)"
"Salt Lake City, Salt Lake County, Utah, 84139, United States","(40.7596198, -111.8867975)"
"Kearns, Salt Lake County, Utah, 84118, United States","(40.6597665, -111.9965997)"
"Mountain Green, Morgan County, Utah, United States","(41.1428235, -111.791622)"
"Taylorsville, Salt Lake County, Utah, United States","(40.6677096, -111.9385867)"
"Sandy, Salt Lake County, Utah, 84070, United States","(40.5710454, -111.8953815)"
"West Valley City, Salt Lake County, Utah, 84120, United States","(40.6967254, -111.9868211)"
"South Salt Lake, Salt Lake County, Utah, 84190, United States","(40.7074741, -111.8882709)"
"Stansbury Park, Tooele County, Utah, United States","(40.63655505, -112.3036383269376)"
"Smithfield, Cache County, Utah, 84335, United States","(41.838429, -111.8328045)"
"Spanish Fork, Utah County, Utah, 8466034, United States","(40.1150133, -111.6547774)"
"West Valley City, Salt Lake County, Utah, 84120, United States","(40.6967254, -111.9868211)"
"Clearfield, Davis County, Utah, United States","(41.1134756, -112.0244382)"
"Clearfield, Davis County, Utah, United States","(41.1134756, -112.0244382)"
"Layton, Davis County, Utah, United States","(41.0751048, -111.9741925)"
"Roy, Weber County, Utah, 84067, United States","(41.1617999, -112.0261903)"
"American Fork, Utah County, Utah, 84003, United States","(40.3768064, -111.7959146)"
"Ogden, Weber County, Utah, 84403, United States","(41.2230048, -111.9738429)"
"Woods Cross, Davis County, Utah, 84087, United States","(40.8716964, -111.8925775)"
"Clinton, Davis County, Utah, United States","(41.1396708, -112.0505108)"
"Holladay, Salt Lake County, Utah, 84117, United States","(40.6688363, -111.8246557)"
"West Haven, Weber County, Utah, United States","(41.2049578, -112.0488985)"
"Hooper, Weber County, Utah, 84315, United States","(41.1643301, -112.1234484)"
"West Valley City, Salt Lake County, Utah, 84120, United States","(40.6967254, -111.9868211)"
"St. George, Washington County, Utah, United States","(37.104153, -113.5841313)"
"Washington Terrace, Weber County, Utah, United States","(41.1727268, -111.9766208)"
nan
"West Valley City, Salt Lake County, Utah, 84120, United States","(40.6967254, -111.9868211)"
"Erda, Tooele County, Utah, United States","(40.601913999999994, -112.28467560306422)"
"North Logan, Cache County, Utah, United States","(41.7693747, -111.8046654)"
"Spanish Fork, Utah County, Utah, 8466034, United States","(40.1150133, -111.6547774)"
"Spring City, Sanpete County, Utah, 84662, United States","(39.4824631, -111.4960236)"
"Monroe, Sevier County, Utah, 84754, United States","(38.6321489, -112.1213264)"
"Santaquin, Utah County, Utah, 84655, United States","(39.971452, -111.77788695780157)"
"Delta, Millard County, Utah, United States","(39.3521777, -112.57717)"
"Orem, Utah County, Utah, 84602, United States","(40.2981599, -111.6944313)"
"West Point, Davis County, Utah, United States","(41.1227621, -112.09338808688221)"
"Highland, Utah County, Utah, 84004, United States","(40.4207683, -111.7927335)"
"Alpine, Utah County, Utah, 84004, United States","(40.453253, -111.7779596)"
"American Fork, Utah County, Utah, 84003, United States","(40.3768064, -111.7959146)"
"Pleasant View, Weber County, Utah, United States","(41.3199145, -111.9939299)"
"Benson, Cache County, Utah, United States","(41.751028000000005, -111.93066044343917)"
"Harrisville, Weber County, Utah, United States","(41.2811479, -111.9887717)"
"Cedar City, Iron County, Utah, 84720, United States","(37.6774238, -113.061827)"
"Syracuse, Davis County, Utah, 84075, United States","(41.0895938, -112.0638903)"
"Payson, Utah County, Utah, 84651, United States","(40.0443989, -111.7321518)"
"Wellsville, Cache County, Utah, United States","(41.6385432, -111.933834)"
"South Weber, Davis County, Utah, United States","(41.1324486, -111.9302309)"
"Farmington, Davis County, Utah, 84025, United States","(40.9804423, -111.8874688)"
"Cedar Point, Apple Valley, Washington County, Utah, United States","(37.045434, -113.07944753092636)"
"Price, Carbon County, Utah, 84501, United States","(39.5994095, -110.810714)"
"Richmond, Cache County, Utah, United States","(41.9227056, -111.8135571)"
"Plain City, Weber County, Utah, United States","(41.2979291, -112.0789165)"
"Taylorsville, Salt Lake County, Utah, United States","(40.6677096, -111.9385867)"
"Farr West, Weber County, Utah, United States","(41.29717, -112.0277329)"
"Bluffdale, Salt Lake County, Utah, 84065, United States","(40.4896712, -111.9388244)"
"Nibley, Cache County, Utah, United States","(41.6745591, -111.8331194)"
"Hyde Park, Cache County, Utah, 84318, United States","(41.79897, -111.81914)"
"Mapleton, Utah County, Utah, 84664, United States","(40.1302338, -111.5785281)"
"Salt Lake City, Salt Lake County, Utah, 84139, United States","(40.7596198, -111.8867975)"
"South Salt Lake, Salt Lake County, Utah, 84190, United States","(40.7074741, -111.8882709)"
"Millcreek, Salt Lake County, Utah, 84117, United States","(40.6992918, -111.8555839)"
"Hyatt Place Salt Lake City/Cottonwood, 3090, 3000 East, Salt Lake City, Salt Lake County, Utah, 84121, United States","(40.6354292, -111.80506824852772)"
"Logan, Cache County, Utah, United States","(41.7313447, -111.8348631)"
"Providence, Cache County, Utah, 84332, United States","(41.7062379, -111.8177)"
"Fruit Heights, Davis County, Utah, United States","(41.0321662, -111.9021622)"
"Taylorsville, Salt Lake County, Utah, United States","(40.6677096, -111.9385867)"
"South Ogden, Weber County, Utah, 84408, United States","(41.1918934, -111.9713429)"
"Leeds, Washington County, Utah, 84746, United States","(37.2354005, -113.3614215)"
"Lindon, Utah County, Utah, United States","(40.3432857, -111.7207608)"
"Stockton, Tooele County, Utah, 84071, United States","(40.4531829, -112.3610404)"
"Brookside Park, Daybreak Lake Village, Daybreak Community, South Jordan, Salt Lake County, Utah, United States","(40.5621239, -112.0088852237147)"
"Mona, Juab County, Utah, United States","(39.8160656, -111.8554907)"
"Santa Clara, Washington County, Utah, United States","(37.1330265, -113.6541406)"
"West Valley City, Salt Lake County, Utah, 84120, United States","(40.6967254, -111.9868211)"
"Fairfield, Utah County, Utah, United States","(40.2621714, -112.0929961)"
